id,docking_score,num_conformers,smiles,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
14334,-9.160862,32,O=C(OCC=CC=C=PO)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,OP=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H28N3O4P,441.46,31,6,0.35,9,4,5,129.1,136.99,2.51,4.21,2.92,1.74,4.07,3.09,-4.78,0.00735,1.67e-05,Moderately soluble,-6.8,7.05e-05,1.6e-07,Poorly soluble,-3.54,0.127,0.000288,Soluble,Low,No,Yes,No,No,Yes,No,Yes,-6.0,0,0,0,1,0,0.55,0,2,3,4.77
20276,-9.1595745,59,O=C(OO[C-]=C=CC=CBr)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,BrC=CC=C=[C-]OOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H25BrN3O4,487.37,31,6,0.3,9,4,4,126.91,91.85,2.73,5.43,3.87,2.87,2.52,3.48,-5.83,0.000718,1.47e-06,Moderately soluble,-7.11,3.74e-05,7.68e-08,Poorly soluble,-4.19,0.0313,6.43e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.42,0,1,0,0,1,0.56,0,4,3,4.67
7028,-9.159202,84,CC(C)=CNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NC=C(C)C)ccc1NC1=CNC(C=C1)O,C22H24N3O4,394.44,29,6,0.18,9,4,5,116.36,102.85,2.17,3.77,2.73,1.45,1.9,2.4,-4.22,0.0238,6.03e-05,Moderately soluble,-5.62,0.000939,2.38e-06,Moderately soluble,-2.95,0.444,0.00112,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.03,0,0,0,0,0,0.56,0,3,3,4.55
11311,-9.159151,196,C[N+]1CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CC[N+](C1)C,C23H27N4O4,423.48,31,6,0.3,9,5,5,126.34,106.09,0.0,2.66,0.97,-2.73,0.98,0.38,-3.69,0.0863,0.000204,Soluble,-4.54,0.0122,2.89e-05,Moderately soluble,-2.66,0.924,0.00218,Soluble,High,No,Yes,No,No,No,No,No,-6.99,0,0,0,0,0,0.55,0,3,2,4.9
9784,-9.159031,58,CCCCC1Nc2cc(C(=O)OCC=CC=C=[C-]O)c(NC3=CNC(O)C=C3)cc21,Molecule 1,CCCCC1Nc2c1cc(c(c2)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C23H26N3O4,408.47,30,6,0.3,10,4,5,122.62,102.85,2.55,2.97,2.35,1.74,2.55,2.43,-3.73,0.0758,0.000186,Soluble,-4.79,0.00658,1.61e-05,Moderately soluble,-3.71,0.0787,0.000193,Soluble,High,No,Yes,No,No,Yes,No,No,-6.68,0,0,0,0,0,0.56,0,3,2,4.78
26891,-9.158374,52,[N-]=CCCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,[N-]=CCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C21H22N4O4,394.42,29,6,0.19,11,5,5,115.59,102.85,2.88,1.94,1.84,0.44,1.67,1.75,-2.93,0.458,0.00116,Soluble,-3.72,0.0744,0.000189,Soluble,-2.99,0.407,0.00103,Soluble,High,No,Yes,No,No,Yes,No,No,-7.33,0,0,1,0,0,0.56,0,4,2,4.46
17412,-9.156567,37,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CN[P+](O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CN[P+](C=C1)O)NC1CCCCC1,C23H27N3O4P,440.45,31,6,0.3,9,4,5,127.51,116.44,0.0,3.97,4.09,1.74,2.84,2.53,-4.62,0.0105,2.39e-05,Moderately soluble,-6.12,0.000337,7.65e-07,Poorly soluble,-3.54,0.127,0.000288,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.17,0,0,0,0,0,0.55,0,4,3,5.02
8438,-9.156262,184,CC1CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)OC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(CO1)C,C24H28N3O5,438.5,32,6,0.33,9,5,5,125.42,112.08,4.48,3.72,2.58,1.57,1.7,2.81,-4.45,0.0157,3.57e-05,Moderately soluble,-5.77,0.000753,1.72e-06,Moderately soluble,-3.1,0.349,0.000796,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.33,0,0,0,0,0,0.56,0,3,3,5.28
8442,-9.156262,184,CC1CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)[O+]C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(C[O+]1)C,C24H28N3O5,438.5,32,6,0.33,9,5,5,125.42,112.08,0.0,3.72,2.58,1.57,1.7,1.91,-4.45,0.0157,3.57e-05,Moderately soluble,-5.77,0.000753,1.72e-06,Moderately soluble,-3.1,0.349,0.000796,Soluble,High,No,Yes,No,No,Yes,No,No,-6.33,0,0,0,0,0,0.55,0,4,3,5.28
12734,-9.155991,48,Nc1cc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)cc1C1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(C2CCCCC2)c(cc1NC1=CNC(C=C1)O)N,C24H28N3O4,422.5,31,6,0.33,8,4,5,124.4,116.84,3.86,4.29,3.23,1.95,2.29,3.12,-4.78,0.00705,1.67e-05,Moderately soluble,-6.46,0.000148,3.49e-07,Poorly soluble,-3.08,0.347,0.000822,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.83,0,0,0,0,0,0.56,0,4,3,4.75
10095,-9.155203,40,CC[N-]c1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CC[N-]c1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C20H21N3O4,367.4,27,6,0.2,9,5,4,106.8,90.82,1.31,2.79,2.61,1.08,1.41,1.84,-3.45,0.132,0.000358,Soluble,-4.35,0.0163,4.43e-05,Moderately soluble,-2.9,0.466,0.00127,Soluble,High,No,Yes,No,No,Yes,No,No,-6.56,0,0,0,0,0,0.56,0,3,2,4.37
11582,-9.155072,26,Cc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(C)ccc1NC1=CNC(C=C1)O,C19H19N2O4,339.37,25,6,0.16,7,4,4,98.08,90.82,3.12,2.8,1.9,1.39,1.77,2.2,-3.42,0.128,0.000377,Soluble,-4.36,0.0147,4.33e-05,Moderately soluble,-2.46,1.17,0.00346,Soluble,High,No,No,No,No,Yes,No,No,-6.38,0,0,0,0,0,0.56,0,3,0,4.24
21324,-9.153529,35,O=CNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O=CNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C19H18N3O5,368.36,27,6,0.11,9,5,5,103.0,119.92,1.72,1.63,0.97,0.81,0.72,1.17,-2.72,0.7,0.0019,Soluble,-3.76,0.0639,0.000173,Soluble,-2.05,3.25,0.00883,Soluble,High,No,No,No,No,Yes,No,No,-7.39,0,0,0,0,0,0.56,0,4,2,4.22
18556,-9.151502,94,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCOC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCOC1,C23H26N3O5,424.47,31,6,0.3,9,5,5,120.61,112.08,2.56,2.83,1.99,0.95,1.58,1.98,-3.8,0.0667,0.000157,Soluble,-4.84,0.00611,1.44e-05,Moderately soluble,-2.96,0.471,0.00111,Soluble,High,No,Yes,No,No,Yes,No,No,-6.88,0,0,0,0,0,0.56,0,3,2,4.88
18561,-9.151502,94,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCC[O+]C2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC[O+]C1,C23H26N3O5,424.47,31,6,0.3,9,5,5,120.61,112.08,0.0,2.83,1.99,0.95,1.58,1.47,-3.8,0.0667,0.000157,Soluble,-4.84,0.00611,1.44e-05,Moderately soluble,-2.96,0.471,0.00111,Soluble,High,No,Yes,No,No,No,No,No,-6.88,0,0,0,0,0,0.55,0,4,2,4.88
7317,-9.151336,38,CC([C-]O)=CCOC(=O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]C(=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1)C,C23H29N3O4,411.49,30,6,0.43,9,4,5,120.37,102.85,0.0,4.3,2.91,1.89,2.01,2.22,-4.65,0.00912,2.22e-05,Moderately soluble,-6.17,0.000276,6.71e-07,Poorly soluble,-4.17,0.0281,6.82e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.76,0,0,0,0,0,0.56,0,1,3,4.63
9832,-9.149322,52,CCCCCCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCCCCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C24H30N3O4,424.51,31,6,0.33,13,4,5,126.45,102.85,4.57,4.75,3.39,1.95,3.05,3.54,-4.75,0.00755,1.78e-05,Moderately soluble,-6.64,9.72e-05,2.29e-07,Poorly soluble,-4.47,0.0145,3.4e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.52,0,0,1,0,0,0.56,0,3,3,4.76
4925,-9.148498,71,C=CPCCCCNC1C=C(NC2=CNC(O)C=C2)C(C(=O)OCC=CC=C=[C-]O)=C1,Molecule 1,C=CPCCCCNC1C=C(C(=C1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C23H29N3O4P,442.47,31,0,0.3,14,5,5,127.16,116.44,2.14,1.87,2.03,0.94,1.62,1.72,-2.84,0.643,0.00145,Soluble,-3.94,0.0512,0.000116,Soluble,-2.36,1.94,0.00439,Soluble,High,No,Yes,No,No,Yes,No,No,-7.67,0,0,1,0,0,0.55,0,4,2,5.65
8648,-9.146727,112,CC1CCCCC1c1ccc(NC2=CNC(O)C=C2)c(C(=O)OC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=COC(=O)c1cc(ccc1NC1=CNC(C=C1)O)C1CCCCC1C,C24H27N2O4,407.48,30,6,0.33,7,4,4,120.0,90.82,4.24,5.07,3.84,2.48,2.71,3.67,-5.25,0.00231,5.67e-06,Moderately soluble,-6.72,7.77e-05,1.91e-07,Poorly soluble,-3.21,0.252,0.000618,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.19,0,0,0,0,1,0.56,0,3,2,5.14
17335,-9.146043,40,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(OI)C=C1,Molecule 1,IOC1NC=C(C=C1)Nc1ccc(cc1C(=O)OCC=CC=C=[C-]O)NC1CCCCC1,C24H27IN3O4,548.39,32,6,0.33,10,4,4,137.22,91.85,4.19,5.61,4.52,2.36,3.22,3.98,-6.25,0.000306,5.58e-07,Poorly soluble,-7.3,2.74e-05,4.99e-08,Poorly soluble,-4.62,0.0131,2.38e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.66,1,2,0,0,1,0.56,0,4,3,4.73
669,-9.145498,40,C=C(C=C=[C-]O)OC(=O)c1cc(NCCC=CC)ccc1NC1=CNC(O)C=C1,Molecule 1,CC=CCCNc1ccc(c(c1)C(=O)OC(=C)C=C=[C-]O)NC1=CNC(C=C1)O,C22H24N3O4,394.44,29,6,0.18,10,4,5,116.36,102.85,3.43,3.75,2.73,1.45,2.06,2.69,-4.14,0.0285,7.23e-05,Moderately soluble,-5.6,0.000985,2.5e-06,Moderately soluble,-3.32,0.188,0.000476,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.04,0,0,0,0,0,0.56,0,4,3,4.58
20097,-9.143957,53,O=C(OCSC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CSCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O4S,454.56,32,6,0.33,10,4,5,131.93,128.15,4.14,4.82,3.79,1.95,2.33,3.41,-5.17,0.00305,6.7e-06,Moderately soluble,-7.24,2.59e-05,5.7e-08,Poorly soluble,-3.58,0.121,0.000266,Soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.65,0,1,0,0,0,0.56,0,4,3,4.86
15808,-9.143061,48,O=C(OCC=CC=C=[C-]O)C1=C[S+](NC2CCCCC2)=CC=C1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=C[S+](=CC=C1NC1=CNC(C=C1)O)NC1CCCCC1,C23H28N3O4S,442.55,31,0,0.35,9,5,5,126.89,122.06,0.0,3.1,1.68,0.94,1.47,1.44,-3.94,0.0505,0.000114,Soluble,-5.33,0.00206,4.66e-06,Moderately soluble,-1.73,8.24,0.0186,Soluble,High,No,Yes,No,No,Yes,No,No,-6.8,0,0,0,0,0,0.55,1,5,2,5.76
26468,-9.142477,38,[C-]C1C=CC(Nc2ccc(NC3CCCCC3)cc2C(=O)OCC=CC=C=[C-]O)=CN1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)[C-])NC1CCCCC1,C25H27N3O3,417.5,31,6,0.36,9,3,4,125.36,82.62,0.0,5.18,3.78,2.55,3.23,2.95,-5.24,0.0024,5.74e-06,Moderately soluble,-6.66,9.1e-05,2.18e-07,Poorly soluble,-4.46,0.0145,3.47e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-5.17,0,0,0,0,1,0.56,0,3,3,4.64
8556,-9.141831,186,CC1CCCC=[PH]1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NP1=CCCCC1C,C24H29N3O4P,454.48,32,6,0.29,9,4,5,134.97,126.32,0.0,2.25,3.31,1.88,3.51,2.19,-3.62,0.109,0.00024,Soluble,-4.54,0.0131,2.89e-05,Moderately soluble,-3.45,0.16,0.000352,Soluble,High,No,Yes,No,No,No,No,No,-7.47,0,1,0,0,0,0.56,0,4,2,5.45
4355,-9.141395,31,C=CCCCc1cc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)cc1C,Molecule 1,C=CCCCc1cc(NC2=CNC(C=C2)O)c(cc1C)C(=O)OCC=CC=C=[C-]O,C24H27N2O4,407.48,30,6,0.25,11,4,4,121.8,90.82,3.64,4.71,3.41,2.41,3.94,3.62,-4.76,0.00715,1.76e-05,Moderately soluble,-6.35,0.000184,4.51e-07,Poorly soluble,-4.07,0.0348,8.53e-05,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-5.44,0,0,1,0,0,0.56,0,4,3,4.6
26556,-9.141309,57,[C-]OC=CC=CCOC(=O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[C-]OC=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O4,422.5,31,6,0.38,10,4,4,123.85,91.85,0.0,4.96,3.19,2.03,2.54,2.54,-5.07,0.00362,8.56e-06,Moderately soluble,-6.63,9.97e-05,2.36e-07,Poorly soluble,-4.16,0.0296,7e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-5.36,0,0,0,0,0,0.56,0,3,3,4.69
20507,-9.141028,51,O=C1C=C(C(=O)OCC=CC=C=[C-]O)C(NC2=CNC(O)C=C2)=CC1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=CC(=O)CC=C1NC1=CNC(C=C1)O,C18H17N2O5,341.34,25,0,0.17,7,5,4,92.68,107.89,3.37,0.98,0.43,-0.18,0.61,1.04,-2.11,2.64,0.00773,Soluble,-2.83,0.5,0.00147,Soluble,-0.61,83.2,0.244,Soluble,High,No,No,No,No,Yes,No,No,-7.69,0,0,0,0,0,0.56,0,3,0,4.61
2655,-9.138858,59,C=C1CCCCN1c1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=[C-]O)c1,Molecule 1,O[C-]=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)N1CCCCC1=C,C23H26N3O4,408.47,30,6,0.26,8,4,4,123.38,94.06,3.77,4.2,2.56,1.74,2.03,2.86,-4.64,0.00939,2.3e-05,Moderately soluble,-5.88,0.000533,1.3e-06,Moderately soluble,-3.09,0.332,0.000813,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.81,0,0,0,0,0,0.56,0,3,3,4.53
1653,-9.138858,59,C=C1CCCCN1c1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=[C-]O)c1,Molecule 1,O[C-]=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)N1CCCCC1=C,C23H26N3O4,408.47,30,6,0.26,8,4,4,123.38,94.06,3.77,4.2,2.56,1.74,2.03,2.86,-4.64,0.00939,2.3e-05,Moderately soluble,-5.88,0.000533,1.3e-06,Moderately soluble,-3.09,0.332,0.000813,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.81,0,0,0,0,0,0.56,0,3,3,4.53
23190,-9.1374855,52,[C+]c1cc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)cc1NC1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NC2CCCCC2)c(cc1NC1=CNC(C=C1)O)[C+],C25H27N3O4,433.5,32,6,0.36,9,4,5,126.01,102.85,0.0,4.59,2.9,2.16,2.76,2.48,-4.96,0.00471,1.09e-05,Moderately soluble,-6.47,0.000146,3.36e-07,Poorly soluble,-3.87,0.0585,0.000135,Soluble,High,No,Yes,No,No,Yes,No,No,-5.69,0,0,0,0,0,0.55,0,3,3,4.69
11248,-9.136776,25,C[C-]=C=CC=CCOOC(=O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,C[C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C25H30N3O4,436.52,32,6,0.36,10,4,4,128.66,91.85,2.87,5.21,3.58,2.97,2.78,3.48,-5.31,0.00215,4.93e-06,Moderately soluble,-6.89,5.67e-05,1.3e-07,Poorly soluble,-4.18,0.0285,6.53e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.26,0,0,0,0,1,0.56,0,3,3,4.96
17403,-9.136173,15,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CN[N+](O)=C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CN[N+](=C=C1)O)NC1CCCCC1,C23H26N4O4,422.48,31,6,0.3,9,4,5,126.34,105.86,0.0,4.95,2.43,2.1,1.05,2.1,-5.13,0.00315,7.46e-06,Moderately soluble,-6.91,5.19e-05,1.23e-07,Poorly soluble,-3.71,0.0814,0.000193,Soluble,High,No,Yes,No,Yes,No,No,No,-5.36,0,0,0,0,0,0.55,0,5,3,4.27
18543,-9.135985,195,O=C(OCC=CC=C=[C-]O)c1cc(NC2CCCCC2[S-])ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1[S-],C24H27N3O4S,453.55,32,6,0.33,9,4,5,130.64,102.85,4.19,4.04,2.67,1.95,2.1,2.99,-4.74,0.00822,1.81e-05,Moderately soluble,-5.9,0.000567,1.25e-06,Moderately soluble,-3.34,0.205,0.000453,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.2,0,1,0,0,0,0.56,0,4,3,5.15
9605,-9.135782,101,CCC(CCC[O-])Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,[O-]CCCC(Nc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O)CC,C24H29N3O5,439.5,32,6,0.33,13,5,5,126.08,125.91,3.86,3.41,2.8,1.16,2.29,2.71,-3.99,0.0446,0.000101,Soluble,-5.73,0.000811,1.85e-06,Moderately soluble,-3.52,0.132,0.000301,Soluble,High,No,Yes,No,No,Yes,No,No,-6.56,0,0,1,0,0,0.56,0,3,2,5.02
26627,-9.1356325,49,[C-][O+]=C=CC=CCOOC(=O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[C-][O+]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H27N3O5,437.49,32,6,0.38,10,5,4,126.74,108.92,0.0,4.94,2.51,1.97,1.09,2.1,-5.14,0.00314,7.19e-06,Moderately soluble,-6.96,4.74e-05,1.08e-07,Poorly soluble,-4.19,0.0281,6.43e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-5.46,0,0,0,0,0,0.55,0,5,3,4.8
9523,-9.133747,41,CCC#CNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCC#CNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C22H22N3O4,392.43,29,6,0.18,8,4,5,115.0,102.85,1.84,3.74,2.26,1.45,1.9,2.24,-4.25,0.0218,5.57e-05,Moderately soluble,-5.59,0.001,2.56e-06,Moderately soluble,-2.96,0.429,0.00109,Soluble,High,No,Yes,No,No,Yes,No,No,-6.04,0,0,0,0,0,0.56,0,5,3,4.56
19144,-9.133201,53,O=C(OCC=CC=C=[C-]O)c1cc([N-]NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc([N-]NC2CCCCC2)ccc1NC1=CNC(C=C1)O,C24H28N4O4,436.5,32,6,0.33,10,6,5,126.72,102.85,2.3,3.99,3.43,1.97,1.45,2.63,-4.54,0.0126,2.89e-05,Moderately soluble,-5.85,0.000614,1.41e-06,Moderately soluble,-3.53,0.128,0.000293,Soluble,High,No,Yes,No,No,Yes,No,No,-6.13,0,0,0,0,0,0.56,0,3,3,4.79
18879,-9.133201,50,O=C(OCC=CC=C=[C-]O)c1cc(NNC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NNC2CCCCC2)ccc1NC1=CNC(C=C1)O,C24H29N4O4,437.51,32,6,0.33,10,5,6,127.14,114.88,2.66,3.99,2.65,1.97,1.45,2.54,-4.55,0.0125,2.85e-05,Moderately soluble,-6.1,0.000344,7.87e-07,Poorly soluble,-3.53,0.128,0.000293,Soluble,High,No,Yes,No,No,Yes,No,No,-6.14,1,0,0,0,1,0.56,0,3,3,4.83
18925,-9.133201,50,O=C(OCC=CC=C=[C-]O)c1cc(N[N+]C2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(N[N+]C2CCCCC2)ccc1NC1=CNC(C=C1)O,C24H28N4O4,436.5,32,6,0.33,10,5,5,126.47,102.85,0.0,3.99,2.66,-1.71,1.45,1.28,-4.54,0.0126,2.89e-05,Moderately soluble,-5.85,0.000614,1.41e-06,Moderately soluble,-3.53,0.128,0.000293,Soluble,High,No,Yes,No,No,No,No,No,-6.13,0,0,0,0,0,0.55,0,3,3,4.79
19524,-9.128747,74,O=C(OCC=CC=CCO)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,OCC=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H31N3O4,425.52,31,6,0.38,10,4,5,126.55,102.85,3.21,4.32,2.66,2.03,2.39,2.92,-4.68,0.00883,2.07e-05,Moderately soluble,-6.19,0.000272,6.4e-07,Poorly soluble,-3.86,0.0591,0.000139,Soluble,High,No,Yes,No,No,Yes,No,No,-5.83,0,0,0,0,0,0.55,0,1,3,4.77
18659,-9.128204,200,O=C(OCC=CC=C=[C-]O)c1cc(NCC2CC=[SH]CC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2CCS=CC2)ccc1NC1=CNC(C=C1)O,C24H28N3O4S,454.56,32,6,0.29,10,4,5,134.58,141.65,0.0,2.69,2.49,1.88,0.97,1.61,-3.83,0.067,0.000147,Soluble,-5.32,0.00219,4.82e-06,Moderately soluble,-3.47,0.154,0.000339,Soluble,Low,No,Yes,No,No,No,No,No,-7.16,0,1,1,1,0,0.56,1,5,2,5.21
19448,-9.127328,46,O=C(OCC=CC=C=[C-]S)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,S[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O3S,438.56,31,6,0.33,9,3,4,130.69,121.42,4.22,4.74,3.51,2.75,2.98,3.64,-5.09,0.00353,8.04e-06,Moderately soluble,-7.02,4.19e-05,9.56e-08,Poorly soluble,-4.17,0.0299,6.82e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.61,0,1,0,0,0,0.56,0,3,3,4.69
9900,-9.127028,25,CCCCCc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,CCCCCc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C23H27N2O4,395.47,29,6,0.3,11,4,4,117.3,90.82,4.31,4.86,3.32,2.27,3.4,3.63,-4.78,0.00655,1.66e-05,Moderately soluble,-6.5,0.000125,3.15e-07,Poorly soluble,-4.04,0.0362,9.16e-05,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-5.26,0,0,1,0,0,0.56,0,3,3,4.57
